age,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,mental_health_risk_score,sleep_quality,digital_wellbeing_flag,total_screen_exposure,sleep_efficiency,high_social_media_usage,active_lifestyle,risk_category,sleep_quality_encoded,gender_male
17,3.7,6.3,1.3,2.7,1.1,medium,2,6,9,17,Fair,Healthy,5.0,2.739130434782609,0,1,medium,1,False
16,7.4,7.4,0.9,3.7,1.3,medium,10,6,2,18,Fair,Moderate,8.3,3.8947368421052637,1,1,medium,1,False
13,5.3,6.0,1.0,2.92,0.7,high,3,8,5,16,Fair,Moderate,6.3,3.0,1,0,medium,1,True
18,4.8,5.5,1.8,2.9,0.6,low,6,2,5,13,Poor,Moderate,6.6,1.9642857142857144,0,0,low,0,False
13,3.4,4.5,0.5,3.71,1.0,medium,1,10,1,12,Poor,Healthy,3.9,3.0,0,1,low,0,True
17,7.0,8.9,0.6,3.67,0.2,medium,9,2,4,15,Good,Moderate,7.6,5.5625,1,0,medium,2,False
15,5.4,7.2,1.2,3.32,1.3,high,7,8,1,16,Fair,Moderate,6.6000000000000005,3.2727272727272725,1,1,medium,1,True
17,5.3,6.4,2.9,2.42,1.1,low,3,8,3,14,Fair,Moderate,8.2,1.6410256410256412,1,1,medium,1,True
14,1.8,5.1,2.7,3.47,0.2,low,8,4,6,18,Poor,Moderate,4.5,1.3783783783783783,0,0,medium,0,True
15,4.5,6.2,2.8,2.74,0.1,high,2,3,5,10,Fair,Moderate,7.3,1.6315789473684212,0,0,low,1,True
17,5.4,7.1,2.5,2.68,1.6,low,3,5,7,15,Fair,Moderate,7.9,2.0285714285714285,1,1,medium,1,False
13,3.6,8.6,0.7,2.42,0.2,medium,2,6,8,16,Good,Healthy,4.3,5.0588235294117645,0,0,medium,2,True
14,5.7,8.9,0.7,2.17,1.3,high,10,4,3,17,Good,Moderate,6.4,5.235294117647059,1,1,medium,2,False
15,5.5,7.3,2.5,3.67,0.5,low,4,3,6,13,Fair,Moderate,8.0,2.085714285714286,1,0,low,1,False
14,5.3,4.7,1.1,3.68,1.8,high,10,8,10,28,Poor,Moderate,6.4,2.238095238095238,1,1,high,0,False
15,2.7,5.4,1.6,2.34,0.3,high,2,6,8,16,Poor,Healthy,4.300000000000001,2.076923076923077,0,0,medium,0,True
14,6.4,5.6,0.8,4.0,1.9,medium,5,1,3,9,Poor,Moderate,7.2,3.1111111111111107,1,1,low,0,True
16,5.0,6.3,3.0,3.72,1.6,medium,5,10,3,18,Fair,Moderate,8.0,1.575,0,1,medium,1,True
13,2.5,4.6,1.6,3.22,0.9,medium,6,4,3,13,Poor,Healthy,4.1,1.769230769230769,0,0,low,0,False
18,2.2,4.5,2.0,2.49,0.8,high,1,7,6,14,Poor,Moderate,4.2,1.5,0,0,medium,0,True
16,4.1,5.5,1.9,2.65,1.5,low,5,7,9,21,Poor,Moderate,6.0,1.896551724137931,0,1,high,0,True
16,2.8,7.4,2.0,3.4,1.6,low,4,1,1,6,Fair,Moderate,4.8,2.466666666666667,0,1,low,1,False
17,1.1,8.2,2.7,2.84,0.2,high,2,4,1,7,Good,Moderate,3.8000000000000003,2.216216216216216,0,0,low,2,False
13,7.0,5.7,1.6,3.45,1.2,medium,7,1,10,18,Poor,Moderate,8.6,2.1923076923076925,1,1,medium,0,True
18,2.6,7.9,2.3,2.43,0.1,high,5,1,6,12,Fair,Moderate,4.9,2.393939393939394,0,0,low,1,True
13,2.6,6.1,1.4,2.11,0.4,high,7,5,10,22,Fair,Healthy,4.0,2.5416666666666665,0,0,high,1,False
14,3.4,4.6,2.0,2.27,1.9,high,7,10,6,23,Poor,Moderate,5.4,1.5333333333333332,0,1,high,0,True
14,7.9,5.7,1.6,3.67,0.6,medium,4,3,4,11,Poor,Moderate,9.5,2.1923076923076925,1,0,low,0,True
13,5.1,5.3,2.6,2.95,1.2,medium,2,6,10,18,Poor,Moderate,7.699999999999999,1.472222222222222,1,1,medium,0,True
13,2.8,6.4,1.4,2.38,1.4,medium,4,8,10,22,Fair,Healthy,4.199999999999999,2.666666666666667,0,1,high,1,False
19,3.4,4.3,0.7,2.17,0.7,high,3,1,4,8,Poor,Healthy,4.1,2.5294117647058822,0,0,low,0,False
18,6.3,6.9,1.0,3.22,0.8,medium,4,6,1,11,Fair,Moderate,7.3,3.45,1,0,low,1,True
17,1.1,4.6,2.5,3.93,0.3,high,10,6,2,18,Poor,Moderate,3.6,1.3142857142857143,0,0,medium,0,False
19,3.8,7.1,2.5,3.81,0.9,low,6,9,4,19,Fair,Moderate,6.3,2.0285714285714285,0,0,medium,1,True
13,2.1,4.1,1.6,2.12,1.8,high,10,9,6,25,Poor,Healthy,3.7,1.5769230769230766,0,1,high,0,True
17,6.2,6.1,2.4,3.05,1.8,high,3,6,8,17,Fair,At Risk,8.6,1.7941176470588234,1,1,medium,1,False
19,6.8,8.4,2.1,3.15,2.0,medium,4,10,1,15,Good,At Risk,8.9,2.709677419354839,1,1,medium,2,True
14,5.2,5.5,1.6,3.08,0.5,medium,3,8,1,12,Poor,Moderate,6.800000000000001,2.1153846153846154,1,0,low,0,True
15,3.7,4.0,0.9,3.0,1.4,medium,1,8,10,19,Poor,Healthy,4.6000000000000005,2.1052631578947367,0,1,medium,0,True
19,2.4,7.5,1.8,2.35,1.4,low,3,8,6,17,Fair,Healthy,4.2,2.678571428571429,0,1,medium,1,True
13,2.1,5.8,2.7,3.83,1.9,low,4,6,6,16,Poor,Moderate,4.800000000000001,1.5675675675675675,0,1,medium,0,True
17,2.6,4.2,0.7,3.02,1.6,low,7,4,7,18,Poor,Healthy,3.3,2.4705882352941178,0,1,medium,0,False
19,6.5,6.0,1.5,2.12,1.7,medium,8,5,7,20,Fair,Moderate,8.0,2.4,1,1,medium,1,True
16,3.4,5.3,1.8,3.33,0.3,low,9,2,4,15,Poor,Healthy,5.2,1.892857142857143,0,0,medium,0,False
16,1.7,4.3,1.4,3.27,1.2,medium,10,4,10,24,Poor,Healthy,3.0999999999999996,1.7916666666666667,0,1,high,0,True
13,5.6,4.4,2.9,3.19,0.9,medium,6,3,4,13,Poor,Moderate,8.5,1.1282051282051284,1,0,low,0,True
15,8.0,5.7,1.3,3.54,0.1,high,9,7,5,21,Poor,Moderate,9.3,2.4782608695652177,1,0,high,0,False
15,5.7,8.4,1.3,2.48,0.9,high,5,2,4,11,Good,Moderate,7.0,3.6521739130434785,1,0,low,2,False
16,4.0,5.4,2.7,2.88,1.2,medium,4,10,1,15,Poor,Moderate,6.7,1.4594594594594594,0,1,medium,0,False
13,3.5,5.3,1.7,2.2,0.8,high,6,10,8,24,Poor,Healthy,5.2,1.9629629629629628,0,0,high,0,False
15,4.2,5.5,1.3,3.49,0.5,low,2,5,2,9,Poor,Moderate,5.5,2.3913043478260874,0,0,low,0,False
19,3.9,7.4,2.5,3.74,0.3,medium,5,8,3,16,Fair,Moderate,6.4,2.1142857142857143,0,0,medium,1,False
17,6.7,4.3,0.6,3.76,0.0,low,2,1,7,10,Poor,Moderate,7.3,2.6874999999999996,1,0,low,0,False
15,6.7,4.3,1.8,3.69,0.7,high,2,8,7,17,Poor,Moderate,8.5,1.5357142857142858,1,0,medium,0,True
14,3.4,5.6,1.7,3.38,0.3,high,9,3,1,13,Poor,Healthy,5.1,2.074074074074074,0,0,low,0,False
16,5.0,4.3,0.7,3.68,1.2,low,6,2,4,12,Poor,Moderate,5.7,2.5294117647058822,0,1,low,0,True
18,3.8,5.9,1.0,2.22,0.6,low,9,10,9,28,Poor,Healthy,4.8,2.95,0,0,high,0,False
15,7.3,7.3,2.8,2.46,0.3,low,2,7,5,14,Fair,At Risk,10.1,1.9210526315789473,1,0,medium,1,False
18,7.2,5.0,1.4,3.65,1.1,low,8,8,4,20,Poor,Moderate,8.6,2.0833333333333335,1,1,medium,0,False
15,3.1,4.2,2.1,3.21,1.1,medium,8,2,10,20,Poor,Moderate,5.2,1.3548387096774195,0,1,medium,0,False
15,8.0,4.4,0.7,2.62,1.6,high,6,7,2,15,Poor,Moderate,8.7,2.588235294117647,1,1,medium,0,False
15,4.3,7.5,1.1,2.06,1.8,medium,5,7,2,14,Fair,Moderate,5.4,3.571428571428571,0,1,medium,1,True
14,4.0,5.1,1.1,3.98,1.3,medium,5,4,9,18,Poor,Moderate,5.1,2.4285714285714284,0,1,medium,0,False
15,6.9,5.6,1.4,2.09,0.7,low,9,5,9,23,Poor,Moderate,8.3,2.3333333333333335,1,0,high,0,True
13,7.0,4.4,0.9,3.67,0.4,low,5,3,6,14,Poor,Moderate,7.9,2.3157894736842106,1,0,medium,0,True
13,6.2,8.6,1.8,2.19,0.7,high,8,4,7,19,Good,Moderate,8.0,3.0714285714285716,1,0,medium,2,True
15,7.7,8.0,1.3,3.78,1.1,medium,1,6,5,12,Good,Moderate,9.0,3.4782608695652177,1,1,low,2,True
19,5.1,6.3,2.3,2.55,2.0,medium,6,9,7,22,Fair,Moderate,7.3999999999999995,1.9090909090909092,1,1,high,1,False
15,1.0,8.5,2.0,3.77,1.9,high,4,1,7,12,Good,Moderate,3.0,2.8333333333333335,0,1,low,2,True
15,1.1,4.6,1.8,2.35,1.1,medium,10,6,6,22,Poor,Healthy,2.9000000000000004,1.6428571428571428,0,1,high,0,False
13,7.0,4.9,1.2,3.61,0.2,medium,2,3,5,10,Poor,Moderate,8.2,2.227272727272727,1,0,low,0,False
15,2.7,7.8,1.8,3.9,1.4,low,5,8,9,22,Fair,Healthy,4.5,2.785714285714286,0,1,high,1,False
18,2.5,4.2,1.4,3.9,0.7,high,5,2,3,10,Poor,Healthy,3.9,1.7500000000000002,0,0,low,0,True
18,2.3,4.3,0.9,3.27,0.1,high,5,9,10,24,Poor,Healthy,3.1999999999999997,2.263157894736842,0,0,high,0,False
17,2.7,6.6,1.6,3.36,1.6,high,3,1,2,6,Fair,Healthy,4.300000000000001,2.5384615384615383,0,1,low,1,False
14,3.2,5.4,2.6,3.18,0.9,low,9,1,7,17,Poor,Moderate,5.800000000000001,1.5,0,0,medium,0,True
18,3.8,5.3,2.3,3.42,0.4,low,4,8,2,14,Poor,Moderate,6.1,1.6060606060606062,0,0,medium,0,False
14,4.1,5.4,2.4,2.71,1.3,low,9,5,10,24,Poor,Moderate,6.5,1.5882352941176472,0,1,high,0,False
13,2.3,6.6,1.4,3.74,1.5,medium,6,10,1,17,Fair,Healthy,3.6999999999999997,2.75,0,1,medium,1,False
15,8.0,4.7,0.6,3.01,1.8,medium,2,9,10,21,Poor,Moderate,8.6,2.9375,1,1,high,0,True
15,2.9,6.4,0.7,3.41,1.6,low,3,10,7,20,Fair,Healthy,3.5999999999999996,3.7647058823529416,0,1,medium,1,False
19,4.4,5.0,2.8,2.69,0.4,high,3,8,8,19,Poor,Moderate,7.2,1.3157894736842106,0,0,medium,0,False
18,3.1,6.8,2.0,3.77,1.4,low,1,3,4,8,Fair,Moderate,5.1,2.2666666666666666,0,1,low,1,False
18,7.9,7.5,2.0,2.77,0.9,low,10,4,4,18,Fair,At Risk,9.9,2.5,1,0,medium,1,True
14,1.2,7.0,2.2,3.83,0.8,low,6,10,5,21,Fair,Moderate,3.4000000000000004,2.1875,0,0,high,1,False
19,4.0,7.4,2.7,3.41,1.4,medium,9,4,7,20,Fair,Moderate,6.7,2.0,0,1,medium,1,False
18,1.0,7.1,0.8,2.47,1.9,high,4,2,4,10,Fair,Healthy,1.8,3.944444444444444,0,1,low,1,True
19,7.9,5.7,2.4,3.59,1.9,high,1,9,9,19,Poor,At Risk,10.3,1.6764705882352942,1,1,medium,0,False
14,6.2,4.4,0.7,3.45,0.5,medium,9,10,3,22,Poor,Moderate,6.9,2.588235294117647,1,0,high,0,True
16,2.5,5.4,2.3,3.43,0.5,high,9,1,2,12,Poor,Moderate,4.8,1.6363636363636365,0,0,low,0,False
16,4.7,8.2,2.6,3.05,1.0,medium,4,7,2,13,Good,Moderate,7.300000000000001,2.2777777777777777,0,1,low,2,True
16,6.3,6.5,1.0,2.52,0.4,low,1,10,6,17,Fair,Moderate,7.3,3.25,1,0,medium,1,True
17,7.5,5.4,2.3,3.44,0.4,medium,7,9,7,23,Poor,At Risk,9.8,1.6363636363636365,1,0,high,0,False
18,2.0,8.4,1.5,2.83,1.2,low,9,4,5,18,Good,Healthy,3.5,3.3600000000000003,0,1,medium,2,True
13,6.3,8.4,1.6,2.03,1.5,medium,5,3,9,17,Good,Moderate,7.9,3.230769230769231,1,1,medium,2,False
16,6.6,8.9,2.0,3.44,1.7,low,10,9,3,22,Good,At Risk,8.6,2.966666666666667,1,1,high,2,True
19,3.6,5.6,1.7,3.57,1.5,low,10,4,3,17,Poor,Healthy,5.3,2.074074074074074,0,1,medium,0,False
16,3.2,4.6,2.5,2.62,1.8,low,9,5,1,15,Poor,Moderate,5.7,1.3142857142857143,0,1,medium,0,False
13,3.1,6.4,1.6,3.69,0.9,medium,1,2,1,4,Fair,Healthy,4.7,2.4615384615384617,0,0,low,1,False
18,6.7,8.8,1.9,2.55,1.0,low,5,8,3,16,Good,Moderate,8.6,3.03448275862069,1,1,medium,2,True
17,6.6,8.2,0.7,2.88,0.8,low,1,7,7,15,Good,Moderate,7.3,4.823529411764706,1,0,medium,2,True
14,7.0,4.5,1.6,2.83,0.4,medium,8,1,7,16,Poor,Moderate,8.6,1.7307692307692306,1,0,medium,0,False
16,4.8,5.1,2.1,2.49,1.6,low,4,9,1,14,Poor,Moderate,6.9,1.6451612903225805,0,1,medium,0,False
13,5.8,6.3,1.1,3.09,0.9,medium,8,4,9,21,Fair,Moderate,6.9,3.0,1,0,high,1,False
19,6.0,6.3,2.8,3.98,2.0,medium,2,6,2,10,Fair,At Risk,8.8,1.6578947368421053,1,1,low,1,False
15,4.0,5.2,1.8,3.3,0.7,medium,10,5,1,16,Poor,Moderate,5.8,1.8571428571428574,0,0,medium,0,True
14,5.8,4.8,2.6,2.08,0.8,medium,6,4,9,19,Poor,Moderate,8.4,1.3333333333333333,1,0,medium,0,False
19,5.2,7.6,1.3,3.89,1.5,high,4,5,8,17,Fair,Moderate,6.5,3.3043478260869565,1,1,medium,1,True
17,2.9,6.7,1.5,3.62,0.8,medium,10,6,4,20,Fair,Healthy,4.4,2.68,0,0,medium,1,True
18,7.5,7.5,1.4,3.14,2.0,low,2,9,2,13,Fair,Moderate,8.9,3.125,1,1,low,1,False
13,5.8,6.1,1.2,3.81,1.8,medium,6,10,6,22,Fair,Moderate,7.0,2.7727272727272725,1,1,high,1,False
14,7.6,5.8,1.9,3.49,1.7,high,10,1,3,14,Poor,Moderate,9.5,2.0,1,1,medium,0,True
15,1.3,7.6,0.6,3.46,1.9,low,1,1,4,6,Fair,Healthy,1.9,4.749999999999999,0,1,low,1,False
15,3.7,5.7,1.3,3.24,0.2,low,4,9,10,23,Poor,Healthy,5.0,2.4782608695652177,0,0,high,0,True
18,3.6,4.7,2.5,2.73,1.2,medium,9,7,6,22,Poor,Moderate,6.1,1.342857142857143,0,1,high,0,True
15,6.4,6.9,2.9,2.48,0.9,low,8,4,8,20,Fair,At Risk,9.3,1.7692307692307694,1,0,medium,1,True
13,6.0,4.8,2.6,2.74,1.6,high,6,10,8,24,Poor,At Risk,8.6,1.3333333333333333,1,1,high,0,True
14,1.3,7.7,1.9,2.27,1.5,low,7,2,2,11,Fair,Healthy,3.2,2.6551724137931036,0,1,low,1,False
18,3.7,7.0,1.4,2.05,0.4,medium,10,9,5,24,Fair,Healthy,5.1,2.916666666666667,0,0,high,1,True
18,8.0,4.3,0.8,3.44,0.8,medium,3,4,4,11,Poor,Moderate,8.8,2.388888888888889,1,0,low,0,False
19,4.1,7.5,2.7,2.66,1.6,high,5,10,5,20,Fair,Moderate,6.8,2.0270270270270268,0,1,medium,1,False
13,3.9,8.7,1.5,2.71,0.7,low,7,1,4,12,Good,Healthy,5.4,3.4799999999999995,0,0,low,2,True
15,6.4,5.9,1.6,3.97,1.0,high,10,2,6,18,Poor,Moderate,8.0,2.269230769230769,1,1,medium,0,False
19,1.3,6.5,2.1,3.68,1.1,high,7,1,9,17,Fair,Moderate,3.4000000000000004,2.096774193548387,0,1,medium,1,False
18,5.0,6.6,1.8,3.87,1.2,high,3,4,2,9,Fair,Moderate,6.8,2.357142857142857,0,1,low,1,False
18,5.5,5.2,1.4,3.24,0.9,medium,10,5,7,22,Poor,Moderate,6.9,2.166666666666667,1,0,high,0,True
13,7.6,7.9,3.0,2.54,1.2,high,8,8,1,17,Fair,At Risk,10.6,1.975,1,1,medium,1,False
19,6.3,5.7,2.3,2.16,1.9,high,6,3,6,15,Poor,At Risk,8.6,1.7272727272727275,1,1,medium,0,False
18,2.0,5.9,2.9,3.52,1.1,high,8,6,10,24,Poor,Moderate,4.9,1.512820512820513,0,1,high,0,False
15,4.0,4.5,1.9,3.22,0.2,medium,4,5,3,12,Poor,Moderate,5.9,1.5517241379310345,0,0,low,0,True
14,4.9,5.5,1.6,2.85,0.4,low,8,1,8,17,Poor,Moderate,6.5,2.1153846153846154,0,0,medium,0,True
14,6.9,8.0,1.6,2.64,0.1,medium,3,3,3,9,Good,Moderate,8.5,3.0769230769230766,1,0,low,2,False
15,5.4,4.2,1.8,2.15,0.3,medium,1,10,5,16,Poor,Moderate,7.2,1.5000000000000002,1,0,medium,0,True
13,3.8,8.9,2.5,2.29,0.6,high,9,9,7,25,Good,Moderate,6.3,2.542857142857143,0,0,high,2,False
15,7.8,6.8,0.6,3.2,1.7,medium,1,7,5,13,Fair,Moderate,8.4,4.25,1,1,low,1,True
15,3.5,8.8,1.8,3.5,0.8,low,3,6,3,12,Good,Healthy,5.3,3.1428571428571432,0,0,low,2,True
19,5.4,7.3,2.0,3.98,0.9,medium,6,6,1,13,Fair,Moderate,7.4,2.433333333333333,1,0,low,1,False
17,3.8,5.7,2.0,3.01,1.0,low,1,3,1,5,Poor,Moderate,5.8,1.9000000000000001,0,1,low,0,True
17,8.0,6.9,2.2,2.36,1.6,low,4,2,8,14,Fair,At Risk,10.2,2.15625,1,1,medium,1,True
14,3.7,5.7,1.7,2.88,0.2,low,9,10,3,22,Poor,Healthy,5.4,2.111111111111111,0,0,high,0,False
19,5.0,6.3,2.9,2.04,0.5,medium,5,2,2,9,Fair,Moderate,7.9,1.6153846153846154,0,0,low,1,False
19,4.2,7.1,2.5,3.91,1.5,high,6,8,9,23,Fair,Moderate,6.7,2.0285714285714285,0,1,high,1,False
16,4.6,8.2,1.5,2.13,1.0,low,3,2,2,7,Good,Moderate,6.1,3.28,0,1,low,2,True
18,5.5,5.0,0.9,2.93,1.1,low,4,10,10,24,Poor,Moderate,6.4,2.6315789473684212,1,1,high,0,True
19,1.8,4.5,2.8,3.22,1.6,medium,5,3,10,18,Poor,Moderate,4.6,1.1842105263157896,0,1,medium,0,False
14,6.6,6.2,1.8,2.36,1.7,high,4,1,8,13,Fair,Moderate,8.4,2.2142857142857144,1,1,low,1,False
15,4.4,5.3,0.9,3.75,0.5,high,10,5,5,20,Poor,Moderate,5.300000000000001,2.7894736842105265,0,0,medium,0,False
14,4.7,4.4,2.1,3.92,0.9,low,10,1,4,15,Poor,Moderate,6.800000000000001,1.4193548387096775,0,0,medium,0,False
18,7.1,5.7,0.6,2.9,1.7,medium,3,1,6,10,Poor,Moderate,7.699999999999999,3.5625,1,1,low,0,False
17,4.0,8.5,1.0,2.16,0.1,low,1,7,5,13,Good,Moderate,5.0,4.25,0,0,low,2,True
18,5.5,5.3,2.6,3.09,2.0,low,8,6,3,17,Poor,Moderate,8.1,1.472222222222222,1,1,medium,0,False
19,5.6,6.5,1.4,3.19,0.0,high,9,9,7,25,Fair,Moderate,7.0,2.7083333333333335,1,0,high,1,True
14,3.7,7.1,1.7,2.5,1.8,medium,10,4,5,19,Fair,Healthy,5.4,2.6296296296296293,0,1,medium,1,False
16,1.8,7.4,2.3,3.76,0.8,low,9,5,8,22,Fair,Moderate,4.1,2.2424242424242427,0,0,high,1,True
16,7.6,4.2,2.8,3.87,0.7,high,10,2,9,21,Poor,At Risk,10.399999999999999,1.105263157894737,1,0,high,0,False
18,5.7,8.0,2.5,3.4,0.1,low,5,2,1,8,Good,Moderate,8.2,2.2857142857142856,1,0,low,2,True
14,6.1,7.0,2.7,3.97,1.0,medium,1,8,8,17,Fair,At Risk,8.8,1.8918918918918919,1,1,medium,1,False
13,6.0,7.2,0.6,2.11,1.1,low,1,3,6,10,Fair,Moderate,6.6,4.5,1,1,low,1,False
15,3.1,4.2,2.4,3.41,0.2,low,3,7,5,15,Poor,Moderate,5.5,1.2352941176470589,0,0,medium,0,False
17,7.6,6.0,2.0,3.82,1.5,low,8,9,7,24,Fair,At Risk,9.6,2.0,1,1,high,1,True
17,6.0,5.3,2.7,3.2,1.4,medium,8,2,4,14,Poor,At Risk,8.7,1.4324324324324322,1,1,medium,0,True
13,3.5,5.3,2.7,3.7,0.5,low,3,7,2,12,Poor,Moderate,6.2,1.4324324324324322,0,0,low,0,False
14,1.3,7.5,1.4,3.85,1.6,medium,10,8,7,25,Fair,Healthy,2.7,3.125,0,1,high,1,False
18,2.8,7.0,2.9,3.91,1.1,medium,9,9,1,19,Fair,Moderate,5.699999999999999,1.794871794871795,0,1,medium,1,False
14,3.9,4.8,0.8,3.32,0.3,high,5,2,5,12,Poor,Healthy,4.7,2.6666666666666665,0,0,low,0,True
19,3.9,4.8,2.8,3.98,1.9,medium,7,5,3,15,Poor,Moderate,6.699999999999999,1.263157894736842,0,1,medium,0,True
14,7.4,8.9,2.4,2.29,1.1,low,10,4,8,22,Good,At Risk,9.8,2.6176470588235294,1,1,high,2,True
19,5.4,7.4,1.7,2.88,0.6,low,6,10,9,25,Fair,Moderate,7.1000000000000005,2.7407407407407405,1,0,high,1,False
19,6.6,6.8,0.8,2.64,1.5,low,5,4,6,15,Fair,Moderate,7.3999999999999995,3.7777777777777777,1,1,medium,1,False
17,5.9,7.4,1.7,2.5,0.7,high,6,7,1,14,Fair,Moderate,7.6000000000000005,2.7407407407407405,1,0,medium,1,True
17,3.3,5.2,1.8,2.1,1.2,low,2,3,9,14,Poor,Healthy,5.1,1.8571428571428574,0,1,medium,0,True
15,2.8,7.7,1.0,3.73,0.5,medium,6,10,1,17,Fair,Healthy,3.8,3.85,0,0,medium,1,False
14,7.3,8.8,2.5,2.12,0.5,high,10,10,1,21,Good,At Risk,9.8,2.5142857142857147,1,0,high,2,False
18,2.8,6.9,2.3,3.11,0.1,medium,7,1,9,17,Fair,Moderate,5.1,2.0909090909090913,0,0,medium,1,True
18,7.2,7.7,1.2,3.7,0.1,low,6,3,9,18,Fair,Moderate,8.4,3.5,1,0,medium,1,False
19,7.1,6.3,0.8,3.66,0.5,high,3,7,7,17,Fair,Moderate,7.8999999999999995,3.5,1,0,medium,1,False
13,4.3,4.4,0.9,2.35,1.5,high,3,1,7,11,Poor,Moderate,5.2,2.3157894736842106,0,1,low,0,False
19,1.6,4.4,1.4,2.03,1.1,high,2,9,5,16,Poor,Healthy,3.0,1.8333333333333335,0,1,medium,0,True
19,1.4,8.0,2.5,3.54,1.8,low,4,8,3,15,Good,Moderate,3.9,2.2857142857142856,0,1,medium,2,False
18,3.2,6.8,2.3,3.16,1.8,low,4,8,5,17,Fair,Moderate,5.5,2.0606060606060606,0,1,medium,1,False
17,1.5,8.0,0.5,3.01,0.4,medium,10,2,3,15,Good,Healthy,2.0,5.333333333333333,0,0,medium,2,True
18,7.5,5.1,2.6,3.82,0.7,low,7,3,8,18,Poor,At Risk,10.1,1.4166666666666665,1,0,medium,0,True
14,3.5,4.6,0.7,2.74,1.0,low,2,7,8,17,Poor,Healthy,4.2,2.705882352941176,0,1,medium,0,False
17,4.4,8.2,2.7,3.13,0.3,medium,3,1,2,6,Good,Moderate,7.1000000000000005,2.216216216216216,0,0,low,2,True
17,4.6,5.1,2.5,2.13,1.0,medium,2,5,6,13,Poor,Moderate,7.1,1.457142857142857,0,1,low,0,True
13,5.9,6.6,2.6,3.58,1.6,medium,7,7,10,24,Fair,Moderate,8.5,1.8333333333333333,1,1,high,1,True
16,7.8,4.7,1.1,3.53,2.0,medium,9,3,8,20,Poor,Moderate,8.9,2.238095238095238,1,1,medium,0,False
15,4.8,7.3,1.9,2.76,0.9,high,2,10,1,13,Fair,Moderate,6.699999999999999,2.5172413793103448,0,0,low,1,False
16,7.4,4.6,1.0,2.23,1.1,low,2,4,5,11,Poor,Moderate,8.4,2.3,1,1,low,0,False
18,2.7,7.9,1.2,2.75,1.9,medium,5,8,3,16,Fair,Healthy,3.9000000000000004,3.590909090909091,0,1,medium,1,True
13,5.3,6.4,1.1,3.32,1.9,medium,8,5,10,23,Fair,Moderate,6.4,3.0476190476190474,1,1,high,1,False
16,3.6,4.4,2.4,2.53,0.7,medium,1,7,5,13,Poor,Moderate,6.0,1.2941176470588236,0,0,low,0,False
18,2.5,5.7,2.1,3.33,0.6,low,8,4,6,18,Poor,Moderate,4.6,1.8387096774193548,0,0,medium,0,True
15,4.5,7.0,1.5,3.16,1.7,medium,4,7,10,21,Fair,Moderate,6.0,2.8,0,1,high,1,True
18,1.9,5.1,2.9,2.62,1.0,low,4,3,2,9,Poor,Moderate,4.8,1.3076923076923077,0,1,low,0,False
17,3.8,7.7,0.7,3.45,1.0,low,2,8,9,19,Fair,Healthy,4.5,4.529411764705882,0,1,medium,1,True
18,3.9,4.0,1.8,2.19,1.4,high,1,2,5,8,Poor,Healthy,5.7,1.4285714285714286,0,1,low,0,False
17,1.1,8.7,2.1,3.01,0.7,medium,1,1,3,5,Good,Moderate,3.2,2.8064516129032255,0,0,low,2,False
15,3.9,8.7,1.1,2.82,0.3,high,5,10,6,21,Good,Healthy,5.0,4.142857142857142,0,0,high,2,False
16,8.0,8.1,2.5,2.7,1.7,medium,4,5,7,16,Good,At Risk,10.5,2.314285714285714,1,1,medium,2,True
14,1.2,8.5,2.3,3.91,1.8,high,1,8,1,10,Good,Moderate,3.5,2.5757575757575757,0,1,low,2,False
15,2.2,6.1,0.9,3.81,0.1,high,2,7,3,12,Fair,Healthy,3.1,3.2105263157894735,0,0,low,1,True
15,4.2,6.8,1.4,2.01,1.0,low,6,6,4,16,Fair,Moderate,5.6,2.8333333333333335,0,1,medium,1,False
19,6.0,5.6,1.1,2.43,1.7,medium,1,3,3,7,Poor,Moderate,7.1,2.6666666666666665,1,1,low,0,True
19,5.4,4.9,0.6,3.17,0.0,low,5,6,10,21,Poor,Moderate,6.0,3.0625,1,0,high,0,True
15,2.7,7.6,2.5,2.37,1.9,high,1,8,7,16,Fair,Moderate,5.2,2.1714285714285713,0,1,medium,1,False
19,1.9,6.2,0.9,2.47,1.4,low,5,6,7,18,Fair,Healthy,2.8,3.2631578947368425,0,1,medium,1,False
14,1.5,6.8,0.8,3.14,0.0,medium,4,5,8,17,Fair,Healthy,2.3,3.7777777777777777,0,0,medium,1,True
17,2.6,4.8,0.7,2.52,1.8,medium,9,6,6,21,Poor,Healthy,3.3,2.823529411764706,0,1,high,0,False
16,1.2,7.3,1.0,2.36,1.1,medium,5,3,6,14,Fair,Healthy,2.2,3.65,0,1,medium,1,True
18,1.8,7.8,2.0,2.67,0.8,low,4,6,3,13,Fair,Moderate,3.8,2.6,0,0,low,1,False
19,4.8,7.5,1.0,2.68,1.5,low,9,4,6,19,Fair,Moderate,5.8,3.75,0,1,medium,1,True
19,2.1,5.6,2.4,3.56,1.0,high,9,3,4,16,Poor,Moderate,4.5,1.6470588235294117,0,1,medium,0,True
15,4.4,6.0,0.5,3.33,0.7,medium,1,6,10,17,Fair,Moderate,4.9,4.0,0,0,medium,1,True
14,2.8,4.3,3.0,2.14,1.9,medium,9,3,7,19,Poor,Moderate,5.8,1.075,0,1,medium,0,True
